id_tempat_wisata,kabupaten,nama_tempat_wisata,rating,kategori,jumlah_ulasan,latitude,longitude,google_maps_link,,,,,,,,,,,,
f7220,Sleman,Desa Wisata Budaya Agro dan Edukasi Daratan Sendangarum,5,Wisata Alam,307,-7.7439149,110.2579678,https://www.google.com/maps/search/Desa%20Wisata%20Budaya%20Agro%20dan%20Edukasi%20Daratan%20Sendangarum,,,,,,,,,,,,
e0770,Sleman,Desa Wisata Sendari,4.3,Wisata Budaya dan Sejarah,8900,-7.7375229,110.325111,https://www.google.com/maps/search/Desa%20Wisata%20Sendari,,,,,,,,,,,,
33bf0,Kota Yogyakarta,Dewi Candi (Desa wisata taman candimulyo),4.4,Wisata Budaya dan Sejarah,50,-7.7478724,110.4835624,https://www.google.com/maps/search/Dewi%20Candi%20%28Desa%20wisata%20taman%20candimulyo%29,,,,,,,,,,,,
45eb1,Sleman,Embung KP,4.3,Wisata Buatan,428,-7.6588773,110.235082,https://www.google.com/maps/search/Embung%20KP,,,,,,,,,,,,
55930,Bantul,Gardu Pandang Mangunan,4.6,Wisata Alam,165,-7.9410486,110.4247276,https://www.google.com/maps/search/Gardu%20Pandang%20Mangunan,,,,,,,,,,,,
59c20,Bantul,Gazebo Bukit Watu Pengklik Sriharjo,4.5,Wisata Alam,368,-7.9458817,110.4274973,https://www.google.com/maps/search/Gazebo%20Bukit%20Watu%20Pengklik%20Sriharjo,,,,,,,,,,,,
847d0,Kota Yogyakarta,Gembira Loka Zoo,4.5,Wisata Buatan,277,-7.8062344,110.3967977,https://www.google.com/maps/search/Gembira%20Loka%20Zoo,,,,,,,,,,,,
b1680,Kulon Progo,Gerojogan Jurugan,4.6,Wisata Alam,307,-7.7005813,110.2359752,https://www.google.com/maps/search/Gerojogan%20Jurugan,,,,,,,,,,,,
db710,Gunungkidul,goa gunung semut,4.4,Wisata Alam,259,-8.1384486,110.7135928,https://www.google.com/maps/search/goa%20gunung%20semut,,,,,,,,,,,,
c1950,Kota Yogyakarta,Goa Jepang,4.1,Wisata Buatan,4800,-7.8087519,110.4739763,https://www.google.com/maps/search/Goa%20Jepang,,,,,,,,,,,,
9ced0,Kota Yogyakarta,Goa Jepang Pengklik,4.4,Wisata Alam,368,-7.8037677,110.4779306,https://www.google.com/maps/search/Goa%20Jepang%20Pengklik,,,,,,,,,,,,
65130,Sleman,Goa Landak,4,Wisata Alam,4800,-7.6860075,110.2360335,https://www.google.com/maps/search/Goa%20Landak,,,,,,,,,,,,
b5c80,Bantul,Goa Luweng Miri,4.4,Wisata Alam,368,-8.0267884,110.4102199,https://www.google.com/maps/search/Goa%20Luweng%20Miri,,,,,,,,,,,,
e9d70,Bantul,Goa Manggung,5,Wisata Alam,343,-7.9983148,110.3536484,https://www.google.com/maps/search/Goa%20Manggung,,,,,,,,,,,,
a3860,Bantul,Goa Payaman,4.2,Wisata Alam,1000,-7.8346264,110.258599,https://www.google.com/maps/search/Goa%20Payaman,,,,,,,,,,,,
29f70,Gunungkidul,GOA PINDUL TURISM,4.9,Wisata Alam,7663,-7.9313628,110.6504053,https://www.google.com/maps/search/GOA%20PINDUL%20TURISM,,,,,,,,,,,,
151b0,Gunungkidul,Goa Po Loro,4.4,Wisata Alam,259,-8.1730323,110.6932503,https://www.google.com/maps/search/Goa%20Po%20Loro,,,,,,,,,,,,
d95e0,Bantul,Goa Selarong,4.3,Wisata Alam,36,-7.860965268,110.3145237,https://www.google.com/maps/search/Goa%20Selarong,,,,,,,,,,,,
dfee0,Bantul,Goa Song Kadut,4.4,Wisata Alam,368,-8.07592,110.4076743,https://www.google.com/maps/search/Goa%20Song%20Kadut,,,,,,,,,,,,
678c0,Kota Yogyakarta,Government Tourist Information Center,4.6,Wisata Budaya dan Sejarah,134,-7.7953215,110.3657371,https://www.google.com/maps/search/Government%20Tourist%20Information%20Center,,,,,,,,,,,,
22a60,Sleman,Gua Jepang,4.1,Wisata Alam,3300,-7.5879932,110.4305322,https://www.google.com/maps/search/Gua%20Jepang,,,,,,,,,,,,
09c60,Gunungkidul,Gua Pindul,4.7,Wisata Alam,56,-7.9281804,110.6390419,https://www.google.com/maps/search/Gua%20Pindul,,,,,,,,,,,,
af460,Gunungkidul,Gunung Api Purba Nglanggeran,4.6,Wisata Alam,1100,-7.8427585,110.5379165,https://www.google.com/maps/search/Gunung%20Api%20Purba%20Nglanggeran,,,,,,,,,,,,
f5700,Kota Yogyakarta,Jetis Monument,4.2,Wisata Budaya dan Sejarah,110,-7.8273402,110.3253528,https://www.google.com/maps/search/Jetis%20Monument,,,,,,,,,,,,
0a800,Sleman,Jogja Bay,4.4,Wisata Buatan,1500,-7.7478461,110.4188754,https://www.google.com/maps/search/Jogja%20Bay,,,,,,,,,,,,
3cab0,Sleman,Jogja Exotarium,4.4,Wisata Buatan,3800,-7.728816,110.358356,https://www.google.com/maps/search/Jogja%20Exotarium,,,,,,,,,,,,
82610,Sleman,Bunker Kaliadem Merapi,4.6,Wisata Alam,16969,-7.582047728,110.4476387,https://www.google.com/maps/search/Bunker%20Kaliadem%20Merapi,,,,,,,,,,,,
0df00,Sleman,Kalikuning Park,4.4,Wisata Alam,178,-7.5923466,110.4414633,https://www.google.com/maps/search/Kalikuning%20Park,,,,,,,,,,,,
1f840,Sleman,Karangnongko Temple,4.1,Wisata Budaya dan Sejarah,47,-7.6771502,110.5569914,https://www.google.com/maps/search/Karangnongko%20Temple,,,,,,,,,,,,
20550,Kota Yogyakarta,Kauman Pakualaman Yogyakarta,5,Wisata Budaya dan Sejarah,310,-7.8010347,110.3751922,https://www.google.com/maps/search/Kauman%20Pakualaman%20Yogyakarta,,,,,,,,,,,,
3610,Sleman,Kawasan Candi Prambanan,4.7,Wisata Budaya dan Sejarah,22,-7.7542133,110.49433,https://www.google.com/maps/search/Kawasan%20Candi%20Prambanan,,,,,,,,,,,,
0f9d0,Gunungkidul,Kawasan Pantai Baron,4.4,Wisata Alam,184,-8.1288246,110.5487763,https://www.google.com/maps/search/Kawasan%20Pantai%20Baron,,,,,,,,,,,,
0f9d1,Kota Yogyakarta,Kawasan Wisata Malioboro,4.8,Wisata Budaya dan Sejarah,2200,-7.7982487,110.3652793,https://www.google.com/maps/search/Kawasan%20Wisata%20Malioboro,,,,,,,,,,,,
87020,Kota Yogyakarta,KEBON BINATANG,4.5,Wisata Alam,277,-7.8039932,110.3981235,https://www.google.com/maps/search/KEBON%20BINATANG,,,,,,,,,,,,
1f080,Bantul,Kebun Buah Mangunan,4.5,Wisata Alam,1000,-7.939896,110.424336,https://www.google.com/maps/search/Kebun%20Buah%20Mangunan,,,,,,,,,,,,
88c70,Bantul,Kori Agung Masjid Gedhe Mataram Kotagede,4.7,Wisata Budaya dan Sejarah,88,-7.8294965,110.3985073,https://www.google.com/maps/search/Kori%20Agung%20Masjid%20Gedhe%20Mataram%20Kotagede,,,,,,,,,,,,
344c0,Sleman,Lava Tour Merapi,4.6,Wisata Alam,3100,-7.5934503,110.4316004,https://www.google.com/maps/search/Lava%20Tour%20Merapi,,,,,,,,,,,,
8f630,Sleman,LAVA TOUR MERAPI PM ADVENTURE,5,Wisata Alam,158,-7.6133163,110.4264733,https://www.google.com/maps/search/LAVA%20TOUR%20MERAPI%20PM%20ADVENTURE,,,,,,,,,,,,
4b980,Gunungkidul,Loket Goa Pindul,4.1,Wisata Alam,3800,-7.928842,110.653375,https://www.google.com/maps/search/Loket%20Goa%20Pindul,,,,,,,,,,,,
4a6f0,Sleman,Mini Zoo Jogja Exotarium (pintu utama),4.5,Wisata Buatan,2493,-7.7288732,110.3584529,https://www.google.com/maps/search/Mini%20Zoo%20Jogja%20Exotarium%20%28pintu%20utama%29,,,,,,,,,,,,
81b50,Bantul,MUSEUM GARUDA,4.8,Wisata Budaya dan Sejarah,4400,-7.8480274,110.3526747,https://www.google.com/maps/search/MUSEUM%20GARUDA,,,,,,,,,,,,
f0750,Kota Yogyakarta,Museum of Struggle,4.3,Wisata Budaya dan Sejarah,80,-7.8164905,110.3718611,https://www.google.com/maps/search/Museum%20of%20Struggle,,,,,,,,,,,,
ee9a0,Kota Yogyakarta,Museum Pendidikan dan Mainan Kolong Tangga,5,Wisata Budaya dan Sejarah,73,-7.8001114,110.3679986,https://www.google.com/maps/search/Museum%20Pendidikan%20dan%20Mainan%20Kolong%20Tangga,,,,,,,,,,,,
20820,Kota Yogyakarta,Museum Sonobudoyo Unit I,4.6,Wisata Budaya dan Sejarah,12600,-7.8024499,110.3639555,https://www.google.com/maps/search/Museum%20Sonobudoyo%20Unit%20I,,,,,,,,,,,,
94a10,Gunungkidul,Operator Resmi Goa Pindul,5,Wisata Alam,3800,-7.9309653,110.647818,https://www.google.com/maps/search/Operator%20Resmi%20Goa%20Pindul,,,,,,,,,,,,
94b40,Kota Yogyakarta,Pangurakan Gate,4.6,Wisata Budaya dan Sejarah,126,-7.8015969,110.3646114,https://www.google.com/maps/search/Pangurakan%20Gate,,,,,,,,,,,,
5c530,Gunungkidul,Pantai Bukit Indah Nampu,4.4,Wisata Alam,180,-8.1840158,110.7081369,https://www.google.com/maps/search/Pantai%20Bukit%20Indah%20Nampu,,,,,,,,,,,,
30fd0,Kota Yogyakarta,Pasar Kembang,4.2,Wisata Budaya dan Sejarah,32,-7.7899242,110.3651209,https://www.google.com/maps/search/Pasar%20Kembang,,,,,,,,,,,,
bd770,Kota Yogyakarta,"PT. Taman Wisata Candi Borobudur, Prambanan & Ratu Boko",4.7,Wisata Budaya dan Sejarah,3800,-7.7534261,110.4869602,https://www.google.com/maps/search/PT.%20Taman%20Wisata%20Candi%20Borobudur%2C%20Prambanan%20%26%20Ratu%20Boko,,,,,,,,,,,,
0d490,Kulon Progo,Puncak Suroloyo,4.4,Wisata Alam,1400,-7.646343961,110.1810727,https://www.google.com/maps/search/Puncak%20Suroloyo,,,,,,,,,,,,
4b720,Gunungkidul,Sekretariat Goa Pindul,4.5,Wisata Alam,3800,-7.936511,110.639674,https://www.google.com/maps/search/Sekretariat%20Goa%20Pindul,,,,,,,,,,,,
70f30,Kota Yogyakarta,Studio Alam Sinten Dawangsari,3.7,Wisata Alam,190,-7.7702243,110.4980998,https://www.google.com/maps/search/Studio%20Alam%20Sinten%20Dawangsari,,,,,,,,,,,,
d6fa0,Bantul,Taman Glugut,4,Wisata Buatan,439,-7.8777976,110.3939277,https://www.google.com/maps/search/Taman%20Glugut,,,,,,,,,,,,
d7610,Sleman,Taman Lampion (Taman Pelangi),4.3,Wisata Budaya dan Sejarah,280,-7.7503631,110.3698154,https://www.google.com/maps/search/Taman%20Lampion%20%28Taman%20Pelangi%29,,,,,,,,,,,,
bc7e0,Kota Yogyakarta,Taman Sari,4.6,Wisata Budaya dan Sejarah,72,-7.809833449,110.3595117,https://www.google.com/maps/search/Taman%20Sari,,,,,,,,,,,,
b1f50,Kota Yogyakarta,Tamansari Water Castle,4.6,Wisata Budaya dan Sejarah,564,-7.8100369,110.3591915,https://www.google.com/maps/search/Tamansari%20Water%20Castle,,,,,,,,,,,,
6.40E+80,Kota Yogyakarta,Tebing Breksi official,4.6,Wisata Budaya dan Sejarah,152,-7.7829705,110.5044613,https://www.google.com/maps/search/Tebing%20Breksi%20official,,,,,,,,,,,,
7af40,Gunungkidul,Telaga Jonge,4.4,Wisata Buatan,1100,-8.0116925,110.6247014,https://www.google.com/maps/search/Telaga%20Jonge,,,,,,,,,,,,
f7ad0,Bantul,Tempat Wisata Mangir,4.4,Wisata Budaya dan Sejarah,8,-7.9001751,110.2752732,https://www.google.com/maps/search/Tempat%20Wisata%20Mangir,,,,,,,,,,,,
17820,Kota Yogyakarta,The Palace of Yogyakarta (Keraton Yogyakarta),4.6,Wisata Budaya dan Sejarah,66,-7.8052845,110.3642031,https://www.google.com/maps/search/The%20Palace%20of%20Yogyakarta%20%28Keraton%20Yogyakarta%29,,,,,,,,,,,,
d7130,Gunungkidul,Tiket Goa Pindul,4.6,Wisata Alam,3800,-7.9285373,110.6492307,https://www.google.com/maps/search/Tiket%20Goa%20Pindul,,,,,,,,,,,,
46b40,Kota Yogyakarta,Tourism Village Duchy,4.4,Wisata Budaya dan Sejarah,66,-7.806093,110.35831,https://www.google.com/maps/search/Tourism%20Village%20Duchy,,,,,,,,,,,,
3b130,Sleman,Tourism Village Kinahrejo,4.4,Wisata Alam,178,-7.5816346,110.4434317,https://www.google.com/maps/search/Tourism%20Village%20Kinahrejo,,,,,,,,,,,,
79a60,Sleman,Tradisional Culture Park,5,Wisata Buatan,1,-7.6286063,110.4252096,https://www.google.com/maps/search/Tradisional%20Culture%20Park,,,,,,,,,,,,
c7700,Kota Yogyakarta,Tugu Jam,4.5,Wisata Budaya dan Sejarah,156,-7.8064821,110.3630733,https://www.google.com/maps/search/Tugu%20Jam,,,,,,,,,,,,
36c90,Kota Yogyakarta,Unit Office Taman Wisata Candi Prambanan,4.6,Wisata Budaya dan Sejarah,190,-7.7541053,110.4928588,https://www.google.com/maps/search/Unit%20Office%20Taman%20Wisata%20Candi%20Prambanan,,,,,,,,,,,,
45480,Kulon Progo,Waduk Sermo,4.5,Wisata Buatan,4,-7.821219329,110.1149803,https://www.google.com/maps/search/Waduk%20Sermo,,,,,,,,,,,,
cb150,Kota Yogyakarta,Watu Payung,4.4,Wisata Alam,165,-7.793477,110.520934,https://www.google.com/maps/search/Watu%20Payung,,,,,,,,,,,,
58370,Sleman,Watu Tekek,4.1,Wisata Alam,1400,-7.6643486,110.2081121,https://www.google.com/maps/search/Watu%20Tekek,,,,,,,,,,,,
7c590,Kota Yogyakarta,Wisata Alam Jeglongan Sewu,4.4,Wisata Alam,48,-7.7541872,110.3986746,https://www.google.com/maps/search/Wisata%20Alam%20Jeglongan%20Sewu,,,,,,,,,,,,
64230,Gunungkidul,Wisata Alam Kali Oyo,4.4,Wisata Alam,6,-7.9937758,110.5143754,https://www.google.com/maps/search/Wisata%20Alam%20Kali%20Oyo,,,,,,,,,,,,
6db50,Kulon Progo,Wisata Alam Kalibiru,4.4,Wisata Alam,307,-7.8074219,110.1292682,https://www.google.com/maps/search/Wisata%20Alam%20Kalibiru,,,,,,,,,,,,
87270,Gunungkidul,Wisata Alam Puncak Gunungjambu,4.7,Wisata Alam,99,-7.7943307,110.5654701,https://www.google.com/maps/search/Wisata%20Alam%20Puncak%20Gunungjambu,,,,,,,,,,,,
21b90,Kota Yogyakarta,Wisata Candi Kembar,4.5,Wisata Budaya dan Sejarah,190,-7.7401262,110.50544,https://www.google.com/maps/search/Wisata%20Candi%20Kembar,,,,,,,,,,,,
33d50,Sleman,WISATA CANDI SARI,4.5,Wisata Budaya dan Sejarah,1137,-7.7615828,110.4740437,https://www.google.com/maps/search/WISATA%20CANDI%20SARI,,,,,,,,,,,,
84160,Gunungkidul,Wisata Goa Ngrapah ,4,Wisata Alam,2600,-8.0702534,110.6256294,https://www.google.com/maps/search/Wisata%20Goa%20Ngrapah%20,,,,,,,,,,,,
052a0,Gunungkidul,Wisata Goa Pindul Jogja,4.5,Wisata Alam,1100,-7.9208206,110.6328955,https://www.google.com/maps/search/Wisata%20Goa%20Pindul%20Jogja,,,,,,,,,,,,
f8300,Sleman,Wisata Jeep Merapi Adventure,4.7,Wisata Alam,158,-7.6314741,110.425017,https://www.google.com/maps/search/Wisata%20Jeep%20Merapi%20Adventure,,,,,,,,,,,,
2eec0,Kulon Progo,Wisata Kalibiru,4.4,Wisata Alam,307,-7.8057305,110.127969,https://www.google.com/maps/search/Wisata%20Kalibiru,,,,,,,,,,,,
5c380,Gunungkidul,Wisata Kedung Kandang,4,Wisata Alam,126,-7.8514375,110.5354375,https://www.google.com/maps/search/Wisata%20Kedung%20Kandang,,,,,,,,,,,,
e9f00,Bantul,Wisata Mangunan,4.7,Wisata Alam,205,-7.9414886,110.4243856,https://www.google.com/maps/search/Wisata%20Mangunan,,,,,,,,,,,,
a3c90,Kulon Progo,Wisata nglinggo,4.3,Wisata Buatan,1400,-7.6686528,110.1454711,https://www.google.com/maps/search/Wisata%20nglinggo,,,,,,,,,,,,
bcee0,Gunungkidul,Wisata pindul jogja,4.9,Wisata Alam,1100,-7.9309772,110.647926,https://www.google.com/maps/search/Wisata%20pindul%20jogja,,,,,,,,,,,,
5ab30,Kota Yogyakarta,Wisata Telaga Potorono,4.4,Wisata Buatan,142,-7.8300074,110.4204773,https://www.google.com/maps/search/Wisata%20Telaga%20Potorono,,,,,,,,,,,,
067a0,Kota Yogyakarta,Wisata Watu Amben,4.5,Wisata Alam,205,-7.8498077,110.4770954,https://www.google.com/maps/search/Wisata%20Watu%20Amben,,,,,,,,,,,,
ae570,Sleman,Wisata watu jagal,4.2,Wisata Buatan,307,-7.707314,110.2702324,https://www.google.com/maps/search/Wisata%20watu%20jagal,,,,,,,,,,,,
b9cd0,Kota Yogyakarta,XT Square,4.3,Wisata Buatan,259,-7.8165658,110.3866908,https://www.google.com/maps/search/XT%20Square,,,,,,,,,,,,
65410,Kulon Progo,Sendhang Kamulyan,4.5,Wisata Budaya dan Sejarah,1000,-7.87036,110.238,https://www.google.com/maps/search/Sendhang%20Kamulyan,,,,,,,,,,,,
